schema_name,operation_id,direction,definition_file,root_type,required_fields,status,owner,version
CustomersSegmentAnalyzeRequest,customers.segment.analyze,request,contracts/api-schemas.json,CustomersSegmentAnalyzeRequest,context,approved-target,Artur Wiśniewski,1.0
CustomersSegmentAnalyzeResponse,customers.segment.analyze,response,contracts/api-schemas.json,CustomersSegmentAnalyzeResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
CustomersSegmentsReadRequest,customers.segments.read,request,contracts/api-schemas.json,CustomersSegmentsReadRequest,context,approved-target,Artur Wiśniewski,1.0
CustomersSegmentsReadResponse,customers.segments.read,response,contracts/api-schemas.json,CustomersSegmentsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
CustomersWriteRequest,customers.write,request,contracts/api-schemas.json,CustomersWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
CustomersWriteResponse,customers.write,response,contracts/api-schemas.json,CustomersWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityCenterReadRequest,data-quality.center.read,request,contracts/api-schemas.json,DataQualityCenterReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityCenterReadResponse,data-quality.center.read,response,contracts/api-schemas.json,DataQualityCenterReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityConflictsReadRequest,data-quality.conflicts.read,request,contracts/api-schemas.json,DataQualityConflictsReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityConflictsReadResponse,data-quality.conflicts.read,response,contracts/api-schemas.json,DataQualityConflictsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityDatasetReadRequest,data-quality.dataset.read,request,contracts/api-schemas.json,DataQualityDatasetReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityDatasetReadResponse,data-quality.dataset.read,response,contracts/api-schemas.json,DataQualityDatasetReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityLineageReadRequest,data-quality.lineage.read,request,contracts/api-schemas.json,DataQualityLineageReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityLineageReadResponse,data-quality.lineage.read,response,contracts/api-schemas.json,DataQualityLineageReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityManualReviewReadRequest,data-quality.manual-review.read,request,contracts/api-schemas.json,DataQualityManualReviewReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityManualReviewReadResponse,data-quality.manual-review.read,response,contracts/api-schemas.json,DataQualityManualReviewReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityManualReviewSubmitRequest,data-quality.manual-review.submit,request,contracts/api-schemas.json,DataQualityManualReviewSubmitRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
DataQualityManualReviewSubmitResponse,data-quality.manual-review.submit,response,contracts/api-schemas.json,DataQualityManualReviewSubmitResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityReadRequest,data-quality.read,request,contracts/api-schemas.json,DataQualityReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityReadResponse,data-quality.read,response,contracts/api-schemas.json,DataQualityReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityReadinessReadRequest,data-quality.readiness.read,request,contracts/api-schemas.json,DataQualityReadinessReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityReadinessReadResponse,data-quality.readiness.read,response,contracts/api-schemas.json,DataQualityReadinessReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityReconciliationConfirmRequest,data-quality.reconciliation.confirm,request,contracts/api-schemas.json,DataQualityReconciliationConfirmRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
DataQualityReconciliationConfirmResponse,data-quality.reconciliation.confirm,response,contracts/api-schemas.json,DataQualityReconciliationConfirmResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityReconciliationReadRequest,data-quality.reconciliation.read,request,contracts/api-schemas.json,DataQualityReconciliationReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityReconciliationReadResponse,data-quality.reconciliation.read,response,contracts/api-schemas.json,DataQualityReconciliationReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityReprocessStartRequest,data-quality.reprocess.start,request,contracts/api-schemas.json,DataQualityReprocessStartRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
DataQualityReprocessStartResponse,data-quality.reprocess.start,response,contracts/api-schemas.json,DataQualityReprocessStartResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityReprocessingReadRequest,data-quality.reprocessing.read,request,contracts/api-schemas.json,DataQualityReprocessingReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualityReprocessingReadResponse,data-quality.reprocessing.read,response,contracts/api-schemas.json,DataQualityReprocessingReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualitySourceOverlapReadRequest,data-quality.source-overlap.read,request,contracts/api-schemas.json,DataQualitySourceOverlapReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualitySourceOverlapReadResponse,data-quality.source-overlap.read,response,contracts/api-schemas.json,DataQualitySourceOverlapReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualitySourcePriorityReadRequest,data-quality.source-priority.read,request,contracts/api-schemas.json,DataQualitySourcePriorityReadRequest,context,approved-target,Artur Wiśniewski,1.0
DataQualitySourcePriorityReadResponse,data-quality.source-priority.read,response,contracts/api-schemas.json,DataQualitySourcePriorityReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DataQualityWriteRequest,data-quality.write,request,contracts/api-schemas.json,DataQualityWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
DataQualityWriteResponse,data-quality.write,response,contracts/api-schemas.json,DataQualityWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsActionBriefReadRequest,decisions.action-brief.read,request,contracts/api-schemas.json,DecisionsActionBriefReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsActionBriefReadResponse,decisions.action-brief.read,response,contracts/api-schemas.json,DecisionsActionBriefReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsActionDetailReadRequest,decisions.action-detail.read,request,contracts/api-schemas.json,DecisionsActionDetailReadRequest,context|decisionId,approved-target,Artur Wiśniewski,1.0
DecisionsActionDetailReadResponse,decisions.action-detail.read,response,contracts/api-schemas.json,DecisionsActionDetailReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsActionLibraryReadRequest,decisions.action-library.read,request,contracts/api-schemas.json,DecisionsActionLibraryReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsActionLibraryReadResponse,decisions.action-library.read,response,contracts/api-schemas.json,DecisionsActionLibraryReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsActionBriefCreateRequest,decisions.action.brief.create,request,contracts/api-schemas.json,DecisionsActionBriefCreateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
DecisionsActionBriefCreateResponse,decisions.action.brief.create,response,contracts/api-schemas.json,DecisionsActionBriefCreateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsCenterReadRequest,decisions.center.read,request,contracts/api-schemas.json,DecisionsCenterReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsCenterReadResponse,decisions.center.read,response,contracts/api-schemas.json,DecisionsCenterReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsDecisionRecordRequest,decisions.decision.record,request,contracts/api-schemas.json,DecisionsDecisionRecordRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
DecisionsDecisionRecordResponse,decisions.decision.record,response,contracts/api-schemas.json,DecisionsDecisionRecordResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsMeasurementReadRequest,decisions.measurement.read,request,contracts/api-schemas.json,DecisionsMeasurementReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsMeasurementReadResponse,decisions.measurement.read,response,contracts/api-schemas.json,DecisionsMeasurementReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsObservationCreateRequest,decisions.observation.create,request,contracts/api-schemas.json,DecisionsObservationCreateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
DecisionsObservationCreateResponse,decisions.observation.create,response,contracts/api-schemas.json,DecisionsObservationCreateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsObservationsReadRequest,decisions.observations.read,request,contracts/api-schemas.json,DecisionsObservationsReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsObservationsReadResponse,decisions.observations.read,response,contracts/api-schemas.json,DecisionsObservationsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsRecommendationReadRequest,decisions.recommendation.read,request,contracts/api-schemas.json,DecisionsRecommendationReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsRecommendationReadResponse,decisions.recommendation.read,response,contracts/api-schemas.json,DecisionsRecommendationReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsRegistryReadRequest,decisions.registry.read,request,contracts/api-schemas.json,DecisionsRegistryReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsRegistryReadResponse,decisions.registry.read,response,contracts/api-schemas.json,DecisionsRegistryReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsRekomendacjeReadRequest,decisions.rekomendacje.read,request,contracts/api-schemas.json,DecisionsRekomendacjeReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsRekomendacjeReadResponse,decisions.rekomendacje.read,response,contracts/api-schemas.json,DecisionsRekomendacjeReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
DecisionsRelationsReadRequest,decisions.relations.read,request,contracts/api-schemas.json,DecisionsRelationsReadRequest,context,approved-target,Artur Wiśniewski,1.0
DecisionsRelationsReadResponse,decisions.relations.read,response,contracts/api-schemas.json,DecisionsRelationsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
HelpHomeReadRequest,help.home.read,request,contracts/api-schemas.json,HelpHomeReadRequest,context,approved-target,Artur Wiśniewski,1.0
HelpHomeReadResponse,help.home.read,response,contracts/api-schemas.json,HelpHomeReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
HelpProcedureDetailReadRequest,help.procedure-detail.read,request,contracts/api-schemas.json,HelpProcedureDetailReadRequest,context|articleId,approved-target,Artur Wiśniewski,1.0
HelpProcedureDetailReadResponse,help.procedure-detail.read,response,contracts/api-schemas.json,HelpProcedureDetailReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
HelpProceduresReadRequest,help.procedures.read,request,contracts/api-schemas.json,HelpProceduresReadRequest,context,approved-target,Artur Wiśniewski,1.0
HelpProceduresReadResponse,help.procedures.read,response,contracts/api-schemas.json,HelpProceduresReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
HelpReadRequest,help.read,request,contracts/api-schemas.json,HelpReadRequest,context,approved-target,Artur Wiśniewski,1.0
HelpReadResponse,help.read,response,contracts/api-schemas.json,HelpReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
HelpResultsReadRequest,help.results.read,request,contracts/api-schemas.json,HelpResultsReadRequest,context,approved-target,Artur Wiśniewski,1.0
HelpResultsReadResponse,help.results.read,response,contracts/api-schemas.json,HelpResultsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
HelpSupportRequestReadRequest,help.support-request.read,request,contracts/api-schemas.json,HelpSupportRequestReadRequest,context,approved-target,Artur Wiśniewski,1.0
HelpSupportRequestReadResponse,help.support-request.read,response,contracts/api-schemas.json,HelpSupportRequestReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
HelpWriteRequest,help.write,request,contracts/api-schemas.json,HelpWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
HelpWriteResponse,help.write,response,contracts/api-schemas.json,HelpWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsCatalogReadRequest,integrations.catalog.read,request,contracts/api-schemas.json,IntegrationsCatalogReadRequest,context,approved-target,Artur Wiśniewski,1.0
IntegrationsCatalogReadResponse,integrations.catalog.read,response,contracts/api-schemas.json,IntegrationsCatalogReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsConnectionWizardReadRequest,integrations.connection-wizard.read,request,contracts/api-schemas.json,IntegrationsConnectionWizardReadRequest,context,approved-target,Artur Wiśniewski,1.0
IntegrationsConnectionWizardReadResponse,integrations.connection-wizard.read,response,contracts/api-schemas.json,IntegrationsConnectionWizardReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsConnectionCreateRequest,integrations.connection.create,request,contracts/api-schemas.json,IntegrationsConnectionCreateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
IntegrationsConnectionCreateResponse,integrations.connection.create,response,contracts/api-schemas.json,IntegrationsConnectionCreateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsDetailReadRequest,integrations.detail.read,request,contracts/api-schemas.json,IntegrationsDetailReadRequest,context|integrationId,approved-target,Artur Wiśniewski,1.0
IntegrationsDetailReadResponse,integrations.detail.read,response,contracts/api-schemas.json,IntegrationsDetailReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsDisconnectReadRequest,integrations.disconnect.read,request,contracts/api-schemas.json,IntegrationsDisconnectReadRequest,context|integrationId,approved-target,Artur Wiśniewski,1.0
IntegrationsDisconnectReadResponse,integrations.disconnect.read,response,contracts/api-schemas.json,IntegrationsDisconnectReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsOauthCallbackRequest,integrations.oauth.callback,request,contracts/api-schemas.json,IntegrationsOauthCallbackRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
IntegrationsOauthCallbackResponse,integrations.oauth.callback,response,contracts/api-schemas.json,IntegrationsOauthCallbackResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsProviderOutageReadRequest,integrations.provider-outage.read,request,contracts/api-schemas.json,IntegrationsProviderOutageReadRequest,context,approved-target,Artur Wiśniewski,1.0
IntegrationsProviderOutageReadResponse,integrations.provider-outage.read,response,contracts/api-schemas.json,IntegrationsProviderOutageReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsReadRequest,integrations.read,request,contracts/api-schemas.json,IntegrationsReadRequest,context,approved-target,Artur Wiśniewski,1.0
IntegrationsReadResponse,integrations.read,response,contracts/api-schemas.json,IntegrationsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsReconnectReadRequest,integrations.reconnect.read,request,contracts/api-schemas.json,IntegrationsReconnectReadRequest,context|integrationId,approved-target,Artur Wiśniewski,1.0
IntegrationsReconnectReadResponse,integrations.reconnect.read,response,contracts/api-schemas.json,IntegrationsReconnectReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsReconnectStartRequest,integrations.reconnect.start,request,contracts/api-schemas.json,IntegrationsReconnectStartRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
IntegrationsReconnectStartResponse,integrations.reconnect.start,response,contracts/api-schemas.json,IntegrationsReconnectStartResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncHistoryReadRequest,integrations.sync-history.read,request,contracts/api-schemas.json,IntegrationsSyncHistoryReadRequest,context,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncHistoryReadResponse,integrations.sync-history.read,response,contracts/api-schemas.json,IntegrationsSyncHistoryReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncRunReadRequest,integrations.sync-run.read,request,contracts/api-schemas.json,IntegrationsSyncRunReadRequest,context,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncRunReadResponse,integrations.sync-run.read,response,contracts/api-schemas.json,IntegrationsSyncRunReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncScopeReadRequest,integrations.sync-scope.read,request,contracts/api-schemas.json,IntegrationsSyncScopeReadRequest,context,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncScopeReadResponse,integrations.sync-scope.read,response,contracts/api-schemas.json,IntegrationsSyncScopeReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncResumeRequest,integrations.sync.resume,request,contracts/api-schemas.json,IntegrationsSyncResumeRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncResumeResponse,integrations.sync.resume,response,contracts/api-schemas.json,IntegrationsSyncResumeResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncStartRequest,integrations.sync.start,request,contracts/api-schemas.json,IntegrationsSyncStartRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
IntegrationsSyncStartResponse,integrations.sync.start,response,contracts/api-schemas.json,IntegrationsSyncStartResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
IntegrationsWriteRequest,integrations.write,request,contracts/api-schemas.json,IntegrationsWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
IntegrationsWriteResponse,integrations.write,response,contracts/api-schemas.json,IntegrationsWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
InvitationAcceptRequest,invitation.accept,request,contracts/api-schemas.json,InvitationAcceptRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
InvitationAcceptResponse,invitation.accept,response,contracts/api-schemas.json,InvitationAcceptResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
InvitationReadRequest,invitation.read,request,contracts/api-schemas.json,InvitationReadRequest,context,approved-target,Artur Wiśniewski,1.0
InvitationReadResponse,invitation.read,response,contracts/api-schemas.json,InvitationReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
InvitationRejectRequest,invitation.reject,request,contracts/api-schemas.json,InvitationRejectRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
InvitationRejectResponse,invitation.reject,response,contracts/api-schemas.json,InvitationRejectResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
InvitationRequestRequest,invitation.request,request,contracts/api-schemas.json,InvitationRequestRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
InvitationRequestResponse,invitation.request,response,contracts/api-schemas.json,InvitationRequestResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
InvitationValidateRequest,invitation.validate,request,contracts/api-schemas.json,InvitationValidateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
InvitationValidateResponse,invitation.validate,response,contracts/api-schemas.json,InvitationValidateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
MobileDeviceManageRequest,mobile.device.manage,request,contracts/api-schemas.json,MobileDeviceManageRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
MobileDeviceManageResponse,mobile.device.manage,response,contracts/api-schemas.json,MobileDeviceManageResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
MobileInviteRequest,mobile.invite,request,contracts/api-schemas.json,MobileInviteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
MobileInviteResponse,mobile.invite,response,contracts/api-schemas.json,MobileInviteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
MobileUseRequest,mobile.use,request,contracts/api-schemas.json,MobileUseRequest,context,approved-target,Artur Wiśniewski,1.0
MobileUseResponse,mobile.use,response,contracts/api-schemas.json,MobileUseResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OnboardingProfileUpdateRequest,onboarding.profile.update,request,contracts/api-schemas.json,OnboardingProfileUpdateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
OnboardingProfileUpdateResponse,onboarding.profile.update,response,contracts/api-schemas.json,OnboardingProfileUpdateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OnboardingProgressReadRequest,onboarding.progress.read,request,contracts/api-schemas.json,OnboardingProgressReadRequest,context,approved-target,Artur Wiśniewski,1.0
OnboardingProgressReadResponse,onboarding.progress.read,response,contracts/api-schemas.json,OnboardingProgressReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersDetailReadRequest,orders.detail.read,request,contracts/api-schemas.json,OrdersDetailReadRequest,context|orderId,approved-target,Artur Wiśniewski,1.0
OrdersDetailReadResponse,orders.detail.read,response,contracts/api-schemas.json,OrdersDetailReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersEksportReadRequest,orders.eksport.read,request,contracts/api-schemas.json,OrdersEksportReadRequest,context,approved-target,Artur Wiśniewski,1.0
OrdersEksportReadResponse,orders.eksport.read,response,contracts/api-schemas.json,OrdersEksportReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersListReadRequest,orders.list.read,request,contracts/api-schemas.json,OrdersListReadRequest,context,approved-target,Artur Wiśniewski,1.0
OrdersListReadResponse,orders.list.read,response,contracts/api-schemas.json,OrdersListReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersOsZdarzenReadRequest,orders.os-zdarzen.read,request,contracts/api-schemas.json,OrdersOsZdarzenReadRequest,context,approved-target,Artur Wiśniewski,1.0
OrdersOsZdarzenReadResponse,orders.os-zdarzen.read,response,contracts/api-schemas.json,OrdersOsZdarzenReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersOverviewReadRequest,orders.overview.read,request,contracts/api-schemas.json,OrdersOverviewReadRequest,context,approved-target,Artur Wiśniewski,1.0
OrdersOverviewReadResponse,orders.overview.read,response,contracts/api-schemas.json,OrdersOverviewReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersPorownanieZrodelReadRequest,orders.porownanie-zrodel.read,request,contracts/api-schemas.json,OrdersPorownanieZrodelReadRequest,context,approved-target,Artur Wiśniewski,1.0
OrdersPorownanieZrodelReadResponse,orders.porownanie-zrodel.read,response,contracts/api-schemas.json,OrdersPorownanieZrodelReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersReadRequest,orders.read,request,contracts/api-schemas.json,OrdersReadRequest,context,approved-target,Artur Wiśniewski,1.0
OrdersReadResponse,orders.read,response,contracts/api-schemas.json,OrdersReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersRekoncyliacjaSkrotReadRequest,orders.rekoncyliacja-skrot.read,request,contracts/api-schemas.json,OrdersRekoncyliacjaSkrotReadRequest,context,approved-target,Artur Wiśniewski,1.0
OrdersRekoncyliacjaSkrotReadResponse,orders.rekoncyliacja-skrot.read,response,contracts/api-schemas.json,OrdersRekoncyliacjaSkrotReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
OrdersWriteRequest,orders.write,request,contracts/api-schemas.json,OrdersWriteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
OrdersWriteResponse,orders.write,response,contracts/api-schemas.json,OrdersWriteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaActionApprovalReadRequest,papa.action-approval.read,request,contracts/api-schemas.json,PapaActionApprovalReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaActionApprovalReadResponse,papa.action-approval.read,response,contracts/api-schemas.json,PapaActionApprovalReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaActionsReadRequest,papa.actions.read,request,contracts/api-schemas.json,PapaActionsReadRequest,context,approved-target,Artur Wiśniewski,1.0
PapaActionsReadResponse,papa.actions.read,response,contracts/api-schemas.json,PapaActionsReadResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAiActionApproveRequest,papa.ai.action.approve,request,contracts/api-schemas.json,PapaAiActionApproveRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaAiActionApproveResponse,papa.ai.action.approve,response,contracts/api-schemas.json,PapaAiActionApproveResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAiActionExecuteRequest,papa.ai.action.execute,request,contracts/api-schemas.json,PapaAiActionExecuteRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaAiActionExecuteResponse,papa.ai.action.execute,response,contracts/api-schemas.json,PapaAiActionExecuteResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAiActionRejectRequest,papa.ai.action.reject,request,contracts/api-schemas.json,PapaAiActionRejectRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaAiActionRejectResponse,papa.ai.action.reject,response,contracts/api-schemas.json,PapaAiActionRejectResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAiActionRollbackRequest,papa.ai.action.rollback,request,contracts/api-schemas.json,PapaAiActionRollbackRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaAiActionRollbackResponse,papa.ai.action.rollback,response,contracts/api-schemas.json,PapaAiActionRollbackResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAiActionValidateRequest,papa.ai.action.validate,request,contracts/api-schemas.json,PapaAiActionValidateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaAiActionValidateResponse,papa.ai.action.validate,response,contracts/api-schemas.json,PapaAiActionValidateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAnswerGenerateRequest,papa.answer.generate,request,contracts/api-schemas.json,PapaAnswerGenerateRequest,context|metadata|input,approved-target,Artur Wiśniewski,1.0
PapaAnswerGenerateResponse,papa.answer.generate,response,contracts/api-schemas.json,PapaAnswerGenerateResponse,operationId|correlationId|generatedAt|data|warnings,approved-target,Artur Wiśniewski,1.0
PapaAnswerReadRequest,papa.answer.read,request,contracts/api-schemas.json,PapaAnswerReadRequest,context,approved-target,Artur Wiśniewski,1.0
