operation_id,domain,kind,method,bff_route,service_route,capability,request_schema,response_schema,contract_file,status,canonical_operation_id,alias_of,screen_id,screen_name,description,owner
customers.segments.read,customers,query,GET,/api/v1/customers/segmenty,/v1/customers/segmenty,customers.read,CustomersSegmentsReadRequest,CustomersSegmentsReadResponse,25-kontrakty-domenowe-i-api/customers.md,approved-target,customers.segments.read,,34.02,Segmenty,Odczyt view modelu powierzchni Segmenty; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
customers.write,customers,command,POST,/api/v1/customers/write,/v1/customers/write,customers.write,CustomersWriteRequest,CustomersWriteResponse,25-kontrakty-domenowe-i-api/customers.md,approved-target,customers.write,,,,bazowa operacja zapisu domeny customers,Artur Wiśniewski
data-quality.center.read,data-quality,query,GET,/api/v1/data-quality/centrum-jakosci,/v1/data-quality/centrum-jakosci,data-quality.read,DataQualityCenterReadRequest,DataQualityCenterReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.center.read,,41.01,Centrum jakości,Odczyt view modelu powierzchni Centrum jakości; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.conflicts.read,data-quality,query,GET,/api/v1/data-quality/konflikty,/v1/data-quality/konflikty,data-quality.read,DataQualityConflictsReadRequest,DataQualityConflictsReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.conflicts.read,,41.06,Konflikty,Odczyt view modelu powierzchni Konflikty; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.dataset.read,data-quality,query,GET,/api/v1/data-quality/zbior-danych,/v1/data-quality/zbior-danych,data-quality.read,DataQualityDatasetReadRequest,DataQualityDatasetReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.dataset.read,,41.02,Zbiór danych,Odczyt view modelu powierzchni Zbiór danych; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.lineage.read,data-quality,query,GET,/api/v1/data-quality/pochodzenie-danych,/v1/data-quality/pochodzenie-danych,data-quality.read,DataQualityLineageReadRequest,DataQualityLineageReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.lineage.read,,41.03,Pochodzenie danych,Odczyt view modelu powierzchni Pochodzenie danych; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.manual-review.read,data-quality,query,GET,/api/v1/data-quality/przeglad-reczny,/v1/data-quality/przeglad-reczny,data-quality.read,DataQualityManualReviewReadRequest,DataQualityManualReviewReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.manual-review.read,,41.07,Przegląd ręczny,Odczyt view modelu powierzchni Przegląd ręczny; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.manual-review.submit,data-quality,command,POST,/api/v1/data-quality/manual-review,/v1/data-quality/manual-review,data-quality.write,DataQualityManualReviewSubmitRequest,DataQualityManualReviewSubmitResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.manual-review.submit,,,,zatwierdzenie przeglądu ręcznego,Artur Wiśniewski
data-quality.read,data-quality,query,GET,/api/v1/data-quality/read,/v1/data-quality/read,data-quality.read,DataQualityReadRequest,DataQualityReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.read,,,,bazowy odczyt domeny data-quality,Artur Wiśniewski
data-quality.readiness.read,data-quality,query,GET,/api/v1/data-quality/readiness,/v1/data-quality/readiness,data-quality.read,DataQualityReadinessReadRequest,DataQualityReadinessReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.readiness.read,,,,odczyt readiness danych,Artur Wiśniewski
data-quality.reconciliation.confirm,data-quality,command,POST,/api/v1/data-quality/reconciliation/confirm,/v1/data-quality/reconciliation/confirm,data-quality.write,DataQualityReconciliationConfirmRequest,DataQualityReconciliationConfirmResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.reconciliation.confirm,,,,potwierdzenie rekoncyliacji,Artur Wiśniewski
data-quality.reconciliation.read,data-quality,query,GET,/api/v1/data-quality/rekoncyliacja,/v1/data-quality/rekoncyliacja,data-quality.read,DataQualityReconciliationReadRequest,DataQualityReconciliationReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.reconciliation.read,,41.09,Rekoncyliacja,Odczyt view modelu powierzchni Rekoncyliacja; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.reprocess.start,data-quality,command,POST,/api/v1/data-quality/reprocess,/v1/data-quality/reprocess,data-quality.write,DataQualityReprocessStartRequest,DataQualityReprocessStartResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.reprocess.start,,,,ponowne przetwarzanie danych,Artur Wiśniewski
data-quality.reprocessing.read,data-quality,query,GET,/api/v1/data-quality/ponowne-przetwarzanie,/v1/data-quality/ponowne-przetwarzanie,data-quality.read,DataQualityReprocessingReadRequest,DataQualityReprocessingReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.reprocessing.read,,41.08,Ponowne przetwarzanie,Odczyt view modelu powierzchni Ponowne przetwarzanie; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.source-overlap.read,data-quality,query,GET,/api/v1/data-quality/nakladanie-zrodel,/v1/data-quality/nakladanie-zrodel,data-quality.read,DataQualitySourceOverlapReadRequest,DataQualitySourceOverlapReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.source-overlap.read,,41.04,Nakładanie źródeł,Odczyt view modelu powierzchni Nakładanie źródeł; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.source-priority.read,data-quality,query,GET,/api/v1/data-quality/nadrzednosc-zrodla,/v1/data-quality/nadrzednosc-zrodla,data-quality.read,DataQualitySourcePriorityReadRequest,DataQualitySourcePriorityReadResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.source-priority.read,,41.05,Nadrzędność źródła,Odczyt view modelu powierzchni Nadrzędność źródła; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
data-quality.write,data-quality,command,POST,/api/v1/data-quality/write,/v1/data-quality/write,data-quality.write,DataQualityWriteRequest,DataQualityWriteResponse,25-kontrakty-domenowe-i-api/data-quality.md,approved-target,data-quality.write,,,,bazowa operacja zapisu domeny data-quality,Artur Wiśniewski
decisions.action-brief.read,decisions,query,GET,/api/v1/decisions/brief-dzialania,/v1/decisions/brief-dzialania,decisions.read,DecisionsActionBriefReadRequest,DecisionsActionBriefReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.action-brief.read,,80.05,Brief działania,Odczyt view modelu powierzchni Brief działania; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.action-detail.read,decisions,query,GET,/api/v1/decisions/szczegoly-dzialania,/v1/decisions/szczegoly-dzialania,decisions.read,DecisionsActionDetailReadRequest,DecisionsActionDetailReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.action-detail.read,,80.06,Szczegóły działania,Odczyt view modelu powierzchni Szczegóły działania; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.action-library.read,decisions,query,GET,/api/v1/decisions/biblioteka-dzialan,/v1/decisions/biblioteka-dzialan,decisions.read,DecisionsActionLibraryReadRequest,DecisionsActionLibraryReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.action-library.read,,80.08,Biblioteka działań,Odczyt view modelu powierzchni Biblioteka działań; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.action.brief.create,decisions,command,POST,/api/v1/decisions/action-brief,/v1/decisions/action-brief,decisions.write,DecisionsActionBriefCreateRequest,DecisionsActionBriefCreateResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.action.brief.create,,,,utworzenie briefu działania,Artur Wiśniewski
decisions.center.read,decisions,query,GET,/api/v1/decisions/centrum-decyzji,/v1/decisions/centrum-decyzji,decisions.read,DecisionsCenterReadRequest,DecisionsCenterReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.center.read,,80.01,Centrum decyzji,Odczyt view modelu powierzchni Centrum decyzji; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.decision.record,decisions,command,POST,/api/v1/decisions/registry,/v1/decisions/registry,decisions.write,DecisionsDecisionRecordRequest,DecisionsDecisionRecordResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.decision.record,,,,zapis decyzji,Artur Wiśniewski
decisions.measurement.read,decisions,query,GET,/api/v1/decisions/pomiar,/v1/decisions/pomiar,decisions.read,DecisionsMeasurementReadRequest,DecisionsMeasurementReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.measurement.read,,80.07,Pomiar,Odczyt view modelu powierzchni Pomiar; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.observation.create,decisions,command,POST,/api/v1/decisions/observations,/v1/decisions/observations,decisions.write,DecisionsObservationCreateRequest,DecisionsObservationCreateResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.observation.create,,,,utworzenie obserwacji,Artur Wiśniewski
decisions.observations.read,decisions,query,GET,/api/v1/decisions/obserwacje,/v1/decisions/obserwacje,decisions.read,DecisionsObservationsReadRequest,DecisionsObservationsReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.observations.read,,80.02,Obserwacje,Odczyt view modelu powierzchni Obserwacje; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.recommendation.read,decisions,query,GET,/api/v1/decisions/recommendation,/v1/decisions/recommendation,decisions.read,DecisionsRecommendationReadRequest,DecisionsRecommendationReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.recommendation.read,,,,odczyt rekomendacji,Artur Wiśniewski
decisions.registry.read,decisions,query,GET,/api/v1/decisions/rejestr-decyzji,/v1/decisions/rejestr-decyzji,decisions.read,DecisionsRegistryReadRequest,DecisionsRegistryReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.registry.read,,80.04,Rejestr decyzji,Odczyt view modelu powierzchni Rejestr decyzji; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.rekomendacje.read,decisions,query,GET,/api/v1/decisions/rekomendacje,/v1/decisions/rekomendacje,decisions.read,DecisionsRekomendacjeReadRequest,DecisionsRekomendacjeReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.rekomendacje.read,,80.03,Rekomendacje,Odczyt view modelu powierzchni Rekomendacje; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
decisions.relations.read,decisions,query,GET,/api/v1/decisions/powiazania-z-modulami-i-sprawami,/v1/decisions/powiazania-z-modulami-i-sprawami,decisions.read,DecisionsRelationsReadRequest,DecisionsRelationsReadResponse,25-kontrakty-domenowe-i-api/decisions.md,approved-target,decisions.relations.read,,80.09,Powiązania z modułami i sprawami,Odczyt view modelu powierzchni Powiązania z modułami i sprawami; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
help.home.read,help,query,GET,/api/v1/help/strona-glowna-pomocy,/v1/help/strona-glowna-pomocy,help.read,HelpHomeReadRequest,HelpHomeReadResponse,25-kontrakty-domenowe-i-api/help.md,approved-target,help.home.read,,85.01,Strona główna pomocy,Odczyt view modelu powierzchni Strona główna pomocy; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
help.procedure-detail.read,help,query,GET,/api/v1/help/szczegoly-procedury,/v1/help/szczegoly-procedury,help.read,HelpProcedureDetailReadRequest,HelpProcedureDetailReadResponse,25-kontrakty-domenowe-i-api/help.md,approved-target,help.procedure-detail.read,,85.04,Szczegóły procedury,Odczyt view modelu powierzchni Szczegóły procedury; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
help.procedures.read,help,query,GET,/api/v1/help/procedury,/v1/help/procedury,help.read,HelpProceduresReadRequest,HelpProceduresReadResponse,25-kontrakty-domenowe-i-api/help.md,approved-target,help.procedures.read,,85.02,Procedury,Odczyt view modelu powierzchni Procedury; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
help.read,help,query,GET,/api/v1/help/read,/v1/help/read,help.read,HelpReadRequest,HelpReadResponse,25-kontrakty-domenowe-i-api/help.md,approved-target,help.read,,,,bazowy odczyt domeny help,Artur Wiśniewski
help.results.read,help,query,GET,/api/v1/help/lista-wynikow,/v1/help/lista-wynikow,help.read,HelpResultsReadRequest,HelpResultsReadResponse,25-kontrakty-domenowe-i-api/help.md,approved-target,help.results.read,,85.03,Lista wyników,Odczyt view modelu powierzchni Lista wyników; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
help.support-request.read,help,query,GET,/api/v1/help/zgloszenie-wsparcia,/v1/help/zgloszenie-wsparcia,help.read,HelpSupportRequestReadRequest,HelpSupportRequestReadResponse,25-kontrakty-domenowe-i-api/help.md,approved-target,help.support-request.read,,85.05,Zgłoszenie wsparcia,Odczyt view modelu powierzchni Zgłoszenie wsparcia; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
help.write,help,command,POST,/api/v1/help/write,/v1/help/write,help.write,HelpWriteRequest,HelpWriteResponse,25-kontrakty-domenowe-i-api/help.md,approved-target,help.write,,,,bazowa operacja zapisu domeny help,Artur Wiśniewski
integrations.catalog.read,integrations,query,GET,/api/v1/integrations/katalog-integracji,/v1/integrations/katalog-integracji,integrations.read,IntegrationsCatalogReadRequest,IntegrationsCatalogReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.catalog.read,,40.01,Katalog integracji,Odczyt view modelu powierzchni Katalog integracji; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.connection-wizard.read,integrations,query,GET,/api/v1/integrations/kreator-polaczenia,/v1/integrations/kreator-polaczenia,integrations.read,IntegrationsConnectionWizardReadRequest,IntegrationsConnectionWizardReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.connection-wizard.read,,40.02,Kreator połączenia,Odczyt view modelu powierzchni Kreator połączenia; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.connection.create,integrations,command,POST,/api/v1/integrations/connections,/v1/integrations/connections,integrations.write,IntegrationsConnectionCreateRequest,IntegrationsConnectionCreateResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.connection.create,,,,utworzenie połączenia integracji,Artur Wiśniewski
integrations.detail.read,integrations,query,GET,/api/v1/integrations/szczegoly-integracji,/v1/integrations/szczegoly-integracji,integrations.read,IntegrationsDetailReadRequest,IntegrationsDetailReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.detail.read,,40.03,Szczegóły integracji,Odczyt view modelu powierzchni Szczegóły integracji; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.disconnect.read,integrations,query,GET,/api/v1/integrations/odlaczenie,/v1/integrations/odlaczenie,integrations.read,IntegrationsDisconnectReadRequest,IntegrationsDisconnectReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.disconnect.read,,40.08,Odłączenie,Odczyt view modelu powierzchni Odłączenie; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.oauth.callback,integrations,callback,POST,/api/v1/integrations/oauth/callback,/v1/integrations/oauth/callback,integrations.write,IntegrationsOauthCallbackRequest,IntegrationsOauthCallbackResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.oauth.callback,,,,callback integracji OAuth,Artur Wiśniewski
integrations.provider-outage.read,integrations,query,GET,/api/v1/integrations/awaria-providera,/v1/integrations/awaria-providera,integrations.read,IntegrationsProviderOutageReadRequest,IntegrationsProviderOutageReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.provider-outage.read,,40.09,Awaria providera,Odczyt view modelu powierzchni Awaria providera; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.read,integrations,query,GET,/api/v1/integrations/read,/v1/integrations/read,integrations.read,IntegrationsReadRequest,IntegrationsReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.read,,,,bazowy odczyt domeny integrations,Artur Wiśniewski
integrations.reconnect.read,integrations,query,GET,/api/v1/integrations/ponowne-polaczenie,/v1/integrations/ponowne-polaczenie,integrations.read,IntegrationsReconnectReadRequest,IntegrationsReconnectReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.reconnect.read,,40.07,Ponowne połączenie,Odczyt view modelu powierzchni Ponowne połączenie; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.reconnect.start,integrations,command,POST,/api/v1/integrations/reconnect/start,/v1/integrations/reconnect/start,integrations.write,IntegrationsReconnectStartRequest,IntegrationsReconnectStartResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.reconnect.start,,,,ponowne połączenie integracji,Artur Wiśniewski
integrations.sync-history.read,integrations,query,GET,/api/v1/integrations/historia-synchronizacji,/v1/integrations/historia-synchronizacji,integrations.read,IntegrationsSyncHistoryReadRequest,IntegrationsSyncHistoryReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.sync-history.read,,40.04,Historia synchronizacji,Odczyt view modelu powierzchni Historia synchronizacji; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.sync-run.read,integrations,query,GET,/api/v1/integrations/przebieg-synchronizacji,/v1/integrations/przebieg-synchronizacji,integrations.read,IntegrationsSyncRunReadRequest,IntegrationsSyncRunReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.sync-run.read,,40.05,Przebieg synchronizacji,Odczyt view modelu powierzchni Przebieg synchronizacji; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.sync-scope.read,integrations,query,GET,/api/v1/integrations/zakres-synchronizacji,/v1/integrations/zakres-synchronizacji,integrations.read,IntegrationsSyncScopeReadRequest,IntegrationsSyncScopeReadResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.sync-scope.read,,40.06,Zakres synchronizacji,Odczyt view modelu powierzchni Zakres synchronizacji; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
integrations.sync.resume,integrations,command,POST,/api/v1/integrations/sync/resume,/v1/integrations/sync/resume,integrations.write,IntegrationsSyncResumeRequest,IntegrationsSyncResumeResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.sync.resume,,,,wznowienie synchronizacji,Artur Wiśniewski
integrations.sync.start,integrations,command,POST,/api/v1/integrations/sync/start,/v1/integrations/sync/start,integrations.write,IntegrationsSyncStartRequest,IntegrationsSyncStartResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.sync.start,,,,uruchomienie synchronizacji,Artur Wiśniewski
integrations.write,integrations,command,POST,/api/v1/integrations/write,/v1/integrations/write,integrations.write,IntegrationsWriteRequest,IntegrationsWriteResponse,25-kontrakty-domenowe-i-api/integrations.md,approved-target,integrations.write,,,,bazowa operacja zapisu domeny integrations,Artur Wiśniewski
invitation.accept,auth,command,POST,/api/v1/auth/invitations/accept,/v1/auth/invitations/accept,auth.write,InvitationAcceptRequest,InvitationAcceptResponse,25-kontrakty-domenowe-i-api/identity-auth-api.md,approved-target,invitation.accept,,,,akceptacja zaproszenia,Artur Wiśniewski
invitation.read,invitation,query,GET,/api/v1/invitation/read,/v1/invitation/read,invitation.read,InvitationReadRequest,InvitationReadResponse,25-kontrakty-domenowe-i-api/identity-auth-api.md,approved-target,invitation.read,,,,odczyt zaproszenia przed decyzją,Artur Wiśniewski
invitation.reject,invitation,command,POST,/api/v1/invitation/reject,/v1/invitation/reject,invitation.write,InvitationRejectRequest,InvitationRejectResponse,25-kontrakty-domenowe-i-api/identity-auth-api.md,approved-target,invitation.reject,,,,odrzucenie zaproszenia,Artur Wiśniewski
invitation.request,invitation,command,POST,/api/v1/auth/invitations/request,/v1/auth/invitations/request,auth.write,InvitationRequestRequest,InvitationRequestResponse,25-kontrakty-domenowe-i-api/identity-auth-api.md,approved-target,invitation.request,,,,Wysłanie bezpiecznej prośby o zaproszenie do istniejącej firmy,Artur Wiśniewski
invitation.validate,auth,command,POST,/api/v1/auth/invitations/validate,/v1/auth/invitations/validate,auth.read,InvitationValidateRequest,InvitationValidateResponse,25-kontrakty-domenowe-i-api/identity-auth-api.md,approved-target,invitation.validate,,,,walidacja tokenu zaproszenia,Artur Wiśniewski
mobile.device.manage,mobile,command,POST,/api/v1/mobile/device/manage,/v1/mobile/device/manage,mobile.write,MobileDeviceManageRequest,MobileDeviceManageResponse,24-aplikacja-mobilna/06-openapi.md,approved-target,mobile.device.manage,,,,zarządzanie sparowanym urządzeniem mobilnym,Artur Wiśniewski
mobile.invite,mobile,command,POST,/api/v1/mobile/invite,/v1/mobile/invite,mobile.write,MobileInviteRequest,MobileInviteResponse,24-aplikacja-mobilna/06-openapi.md,approved-target,mobile.invite,,,,zaproszenie użytkownika do aplikacji mobilnej,Artur Wiśniewski
mobile.use,mobile,query,GET,/api/v1/mobile/use,/v1/mobile/use,mobile.read,MobileUseRequest,MobileUseResponse,24-aplikacja-mobilna/06-openapi.md,approved-target,mobile.use,,,,użycie aplikacji mobilnej i status urządzenia,Artur Wiśniewski
onboarding.profile.update,onboarding,command,PUT,/api/v1/onboarding/profile,/v1/onboarding/profile,workspace.write,OnboardingProfileUpdateRequest,OnboardingProfileUpdateResponse,25-kontrakty-domenowe-i-api/onboarding.md,approved-target,onboarding.profile.update,,,,profil działalności,Artur Wiśniewski
onboarding.progress.read,onboarding,query,GET,/api/v1/onboarding/progress,/v1/onboarding/progress,workspace.read,OnboardingProgressReadRequest,OnboardingProgressReadResponse,25-kontrakty-domenowe-i-api/onboarding.md,approved-target,onboarding.progress.read,,,,postęp onboardingu,Artur Wiśniewski
orders.detail.read,orders,query,GET,/api/v1/orders/szczegoly,/v1/orders/szczegoly,orders.read,OrdersDetailReadRequest,OrdersDetailReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.detail.read,,32.03,Szczegóły,Odczyt view modelu powierzchni Szczegóły; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
orders.eksport.read,orders,query,GET,/api/v1/orders/eksport,/v1/orders/eksport,orders.read,OrdersEksportReadRequest,OrdersEksportReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.eksport.read,,32.07,Eksport,Odczyt view modelu powierzchni Eksport; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
orders.list.read,orders,query,GET,/api/v1/orders/lista,/v1/orders/lista,orders.read,OrdersListReadRequest,OrdersListReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.list.read,,32.02,Lista,Odczyt view modelu powierzchni Lista; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
orders.os-zdarzen.read,orders,query,GET,/api/v1/orders/os-zdarzen,/v1/orders/os-zdarzen,orders.read,OrdersOsZdarzenReadRequest,OrdersOsZdarzenReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.os-zdarzen.read,,32.04,Oś zdarzeń,Odczyt view modelu powierzchni Oś zdarzeń; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
orders.overview.read,orders,query,GET,/api/v1/orders/przeglad,/v1/orders/przeglad,orders.read,OrdersOverviewReadRequest,OrdersOverviewReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.overview.read,,32.01,Przegląd,Odczyt view modelu powierzchni Przegląd; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
orders.porownanie-zrodel.read,orders,query,GET,/api/v1/orders/porownanie-zrodel,/v1/orders/porownanie-zrodel,orders.read,OrdersPorownanieZrodelReadRequest,OrdersPorownanieZrodelReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.porownanie-zrodel.read,,32.05,Porównanie źródeł,Odczyt view modelu powierzchni Porównanie źródeł; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
orders.read,orders,query,GET,/api/v1/orders/read,/v1/orders/read,orders.read,OrdersReadRequest,OrdersReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.read,,,,bazowy odczyt domeny orders,Artur Wiśniewski
orders.rekoncyliacja-skrot.read,orders,query,GET,/api/v1/orders/rekoncyliacja-skrot,/v1/orders/rekoncyliacja-skrot,orders.read,OrdersRekoncyliacjaSkrotReadRequest,OrdersRekoncyliacjaSkrotReadResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.rekoncyliacja-skrot.read,,32.06,Rekoncyliacja — skrót,Odczyt view modelu powierzchni Rekoncyliacja — skrót; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
orders.write,orders,command,POST,/api/v1/orders/write,/v1/orders/write,orders.write,OrdersWriteRequest,OrdersWriteResponse,25-kontrakty-domenowe-i-api/orders.md,approved-target,orders.write,,,,bazowa operacja zapisu domeny orders,Artur Wiśniewski
papa.action-approval.read,papa,query,GET,/api/v1/papa/ai-action-approval,/v1/papa/ai-action-approval,ai.read,PapaActionApprovalReadRequest,PapaActionApprovalReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.action-approval.read,,50.12,AI Action Approval,Odczyt view modelu powierzchni AI Action Approval; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.actions.read,papa,query,GET,/api/v1/papa/ai-actions,/v1/papa/ai-actions,ai.read,PapaActionsReadRequest,PapaActionsReadResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.actions.read,,50.13,AI Actions,Odczyt view modelu powierzchni AI Actions; nie tworzy osobnego CRUD poza przypadkiem użycia.,Artur Wiśniewski
papa.ai.action.approve,papa,command,POST,/api/v1/papa/ai-actions/approve,/v1/papa/ai-actions/approve,ai.write,PapaAiActionApproveRequest,PapaAiActionApproveResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.ai.action.approve,,,,zatwierdzenie działania AI,Artur Wiśniewski
papa.ai.action.execute,papa,job,POST,/api/v1/papa/ai-actions/execute,/v1/papa/ai-actions/execute,ai.write,PapaAiActionExecuteRequest,PapaAiActionExecuteResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.ai.action.execute,,,,wykonanie działania AI,Artur Wiśniewski
papa.ai.action.reject,papa,command,POST,/api/v1/papa/ai-actions/reject,/v1/papa/ai-actions/reject,ai.write,PapaAiActionRejectRequest,PapaAiActionRejectResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.ai.action.reject,,,,odrzucenie działania AI,Artur Wiśniewski
papa.ai.action.rollback,papa,command,POST,/api/v1/papa/ai-actions/rollback,/v1/papa/ai-actions/rollback,ai.write,PapaAiActionRollbackRequest,PapaAiActionRollbackResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.ai.action.rollback,,,,rollback działania AI,Artur Wiśniewski
papa.ai.action.validate,papa,command,POST,/api/v1/papa/ai-actions/validate,/v1/papa/ai-actions/validate,ai.write,PapaAiActionValidateRequest,PapaAiActionValidateResponse,25-kontrakty-domenowe-i-api/papa.md,approved-target,papa.ai.action.validate,,,,walidacja działania AI,Artur Wiśniewski
