screen_id,ekran,rola,capability,zakres
80.02,Obserwacje,Owner,decisions.read,read + capability-specific actions
80.02,Obserwacje,Admin,decisions.read,read + capability-specific actions
80.02,Obserwacje,Analyst,decisions.read,read + capability-specific actions
80.02,Obserwacje,Viewer,decisions.read,read
80.03,Rekomendacje,Owner,decisions.read,read + capability-specific actions
80.03,Rekomendacje,Admin,decisions.read,read + capability-specific actions
80.03,Rekomendacje,Analyst,decisions.read,read + capability-specific actions
80.03,Rekomendacje,Viewer,decisions.read,read
80.04,Rejestr decyzji,Owner,decisions.read,read + capability-specific actions
80.04,Rejestr decyzji,Admin,decisions.read,read + capability-specific actions
80.04,Rejestr decyzji,Analyst,decisions.read,read + capability-specific actions
80.04,Rejestr decyzji,Viewer,decisions.read,read
80.05,Brief działania,Owner,decisions.read,read + capability-specific actions
80.05,Brief działania,Admin,decisions.read,read + capability-specific actions
80.05,Brief działania,Analyst,decisions.read,read + capability-specific actions
80.05,Brief działania,Viewer,decisions.read,read
80.06,Szczegóły działania,Owner,decisions.read,read + capability-specific actions
80.06,Szczegóły działania,Admin,decisions.read,read + capability-specific actions
80.06,Szczegóły działania,Analyst,decisions.read,read + capability-specific actions
80.06,Szczegóły działania,Viewer,decisions.read,read
80.07,Pomiar,Owner,decisions.read,read + capability-specific actions
80.07,Pomiar,Admin,decisions.read,read + capability-specific actions
80.07,Pomiar,Analyst,decisions.read,read + capability-specific actions
80.07,Pomiar,Viewer,decisions.read,read
80.08,Biblioteka działań,Owner,decisions.read,read + capability-specific actions
80.08,Biblioteka działań,Admin,decisions.read,read + capability-specific actions
80.08,Biblioteka działań,Analyst,decisions.read,read + capability-specific actions
80.08,Biblioteka działań,Viewer,decisions.read,read
80.09,Powiązania z modułami i sprawami,Owner,decisions.read,read + capability-specific actions
80.09,Powiązania z modułami i sprawami,Admin,decisions.read,read + capability-specific actions
80.09,Powiązania z modułami i sprawami,Analyst,decisions.read,read + capability-specific actions
80.09,Powiązania z modułami i sprawami,Viewer,decisions.read,read
80.10,Warianty decyzji i działań,Owner,decisions.read,read + capability-specific actions
80.10,Warianty decyzji i działań,Admin,decisions.read,read + capability-specific actions
80.10,Warianty decyzji i działań,Analyst,decisions.read,read + capability-specific actions
80.10,Warianty decyzji i działań,Viewer,decisions.read,read
85.01,Strona główna pomocy,Owner,help.read,read + capability-specific actions
85.01,Strona główna pomocy,Admin,help.read,read + capability-specific actions
85.01,Strona główna pomocy,Analyst,help.read,read + capability-specific actions
85.01,Strona główna pomocy,Viewer,help.read,read
85.02,Procedury,Owner,help.read,read + capability-specific actions
85.02,Procedury,Admin,help.read,read + capability-specific actions
85.02,Procedury,Analyst,help.read,read + capability-specific actions
85.02,Procedury,Viewer,help.read,read
85.03,Lista wyników,Owner,help.read,read + capability-specific actions
85.03,Lista wyników,Admin,help.read,read + capability-specific actions
85.03,Lista wyników,Analyst,help.read,read + capability-specific actions
85.03,Lista wyników,Viewer,help.read,read
85.04,Szczegóły procedury,Owner,help.read,read + capability-specific actions
85.04,Szczegóły procedury,Admin,help.read,read + capability-specific actions
85.04,Szczegóły procedury,Analyst,help.read,read + capability-specific actions
85.04,Szczegóły procedury,Viewer,help.read,read
85.05,Zgłoszenie wsparcia,Owner,help.read,read + capability-specific actions
85.05,Zgłoszenie wsparcia,Admin,help.read,read + capability-specific actions
85.05,Zgłoszenie wsparcia,Analyst,help.read,read + capability-specific actions
85.05,Zgłoszenie wsparcia,Viewer,help.read,read
85.06,Warianty Centrum Pomocy,Owner,help.read,read + capability-specific actions
85.06,Warianty Centrum Pomocy,Admin,help.read,read + capability-specific actions
85.06,Warianty Centrum Pomocy,Analyst,help.read,read + capability-specific actions
85.06,Warianty Centrum Pomocy,Viewer,help.read,read
