screen_id,ekran,komponent,component_document,status
33.07,Kolejka braków,Button,04-komponenty-bazowe/komponenty/button.md,required
33.07,Kolejka braków,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
33.07,Kolejka braków,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
33.07,Kolejka braków,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
33.07,Kolejka braków,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
33.07,Kolejka braków,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
33.07,Kolejka braków,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
33.07,Kolejka braków,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
33.08,Analiza wpływu,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
33.08,Analiza wpływu,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
33.08,Analiza wpływu,Button,04-komponenty-bazowe/komponenty/button.md,required
33.08,Analiza wpływu,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
33.08,Analiza wpływu,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
33.08,Analiza wpływu,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
33.08,Analiza wpływu,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
33.08,Analiza wpływu,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
33.08,Analiza wpływu,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
33.08,Analiza wpływu,Select,04-komponenty-bazowe/komponenty/select.md,required
33.08,Analiza wpływu,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
33.08,Analiza wpływu,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
33.09,Warianty produktów,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
33.09,Warianty produktów,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
33.09,Warianty produktów,Button,04-komponenty-bazowe/komponenty/button.md,required
33.09,Warianty produktów,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
33.09,Warianty produktów,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
34.01,Przegląd,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.01,Przegląd,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.01,Przegląd,Button,04-komponenty-bazowe/komponenty/button.md,required
34.01,Przegląd,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
34.01,Przegląd,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
34.01,Przegląd,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
34.02,Segmenty,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.02,Segmenty,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.02,Segmenty,Button,04-komponenty-bazowe/komponenty/button.md,required
34.02,Segmenty,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
34.02,Segmenty,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
34.02,Segmenty,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
34.02,Segmenty,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
34.02,Segmenty,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
34.02,Segmenty,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
34.03,Kohorty,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.03,Kohorty,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.03,Kohorty,Button,04-komponenty-bazowe/komponenty/button.md,required
34.04,Szczegóły pseudonimizowane,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.04,Szczegóły pseudonimizowane,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.04,Szczegóły pseudonimizowane,Button,04-komponenty-bazowe/komponenty/button.md,required
34.04,Szczegóły pseudonimizowane,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
34.04,Szczegóły pseudonimizowane,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
34.05,Konflikty tożsamości,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.05,Konflikty tożsamości,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.05,Konflikty tożsamości,Button,04-komponenty-bazowe/komponenty/button.md,required
34.06,Prywatność,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.06,Prywatność,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.06,Prywatność,Button,04-komponenty-bazowe/komponenty/button.md,required
34.06,Prywatność,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
34.06,Prywatność,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
34.06,Prywatność,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
34.06,Prywatność,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
34.07,Analiza wpływu,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.07,Analiza wpływu,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.07,Analiza wpływu,Button,04-komponenty-bazowe/komponenty/button.md,required
34.07,Analiza wpływu,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
34.07,Analiza wpływu,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
34.07,Analiza wpływu,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
34.07,Analiza wpływu,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
34.07,Analiza wpływu,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
34.07,Analiza wpływu,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
34.08,Warianty klientów,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
34.08,Warianty klientów,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
34.08,Warianty klientów,Button,04-komponenty-bazowe/komponenty/button.md,required
35.01,Przegląd ruchu,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.01,Przegląd ruchu,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.01,Przegląd ruchu,Button,04-komponenty-bazowe/komponenty/button.md,required
35.01,Przegląd ruchu,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
35.01,Przegląd ruchu,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
35.01,Przegląd ruchu,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
35.01,Przegląd ruchu,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
35.01,Przegląd ruchu,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
35.01,Przegląd ruchu,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
35.01,Przegląd ruchu,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
35.02,Kanały,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.02,Kanały,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.02,Kanały,Button,04-komponenty-bazowe/komponenty/button.md,required
35.02,Kanały,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
35.02,Kanały,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
35.02,Kanały,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
35.03,Lejek — widok,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.03,Lejek — widok,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.03,Lejek — widok,Button,04-komponenty-bazowe/komponenty/button.md,required
35.03,Lejek — widok,FunnelChart,05-wykresy-i-wizualizacje/komponenty/funnelchart.md,required
35.03,Lejek — widok,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
35.03,Lejek — widok,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
35.04,Lejek — szczegóły kroku,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.04,Lejek — szczegóły kroku,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.04,Lejek — szczegóły kroku,Button,04-komponenty-bazowe/komponenty/button.md,required
35.04,Lejek — szczegóły kroku,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
35.04,Lejek — szczegóły kroku,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
35.04,Lejek — szczegóły kroku,FunnelChart,05-wykresy-i-wizualizacje/komponenty/funnelchart.md,required
35.04,Lejek — szczegóły kroku,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
35.04,Lejek — szczegóły kroku,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
35.05,Definicje lejka,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.05,Definicje lejka,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.05,Definicje lejka,Button,04-komponenty-bazowe/komponenty/button.md,required
35.05,Definicje lejka,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
35.05,Definicje lejka,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
35.05,Definicje lejka,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
35.05,Definicje lejka,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
35.05,Definicje lejka,Select,04-komponenty-bazowe/komponenty/select.md,required
35.05,Definicje lejka,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
35.05,Definicje lejka,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
35.06,GA4 vs zamówienia,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.06,GA4 vs zamówienia,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.06,GA4 vs zamówienia,Button,04-komponenty-bazowe/komponenty/button.md,required
35.06,GA4 vs zamówienia,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
35.06,GA4 vs zamówienia,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
35.07,Jakość zdarzeń,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.07,Jakość zdarzeń,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.07,Jakość zdarzeń,Button,04-komponenty-bazowe/komponenty/button.md,required
35.07,Jakość zdarzeń,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
35.07,Jakość zdarzeń,Select,04-komponenty-bazowe/komponenty/select.md,required
35.07,Jakość zdarzeń,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
35.07,Jakość zdarzeń,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
35.08,Strony wejścia,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.08,Strony wejścia,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.08,Strony wejścia,Button,04-komponenty-bazowe/komponenty/button.md,required
35.08,Strony wejścia,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
35.08,Strony wejścia,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
35.09,Warianty ruchu,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
35.09,Warianty ruchu,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
35.09,Warianty ruchu,Button,04-komponenty-bazowe/komponenty/button.md,required
40.01,Katalog integracji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.01,Katalog integracji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.01,Katalog integracji,Button,04-komponenty-bazowe/komponenty/button.md,required
40.01,Katalog integracji,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
40.01,Katalog integracji,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
40.01,Katalog integracji,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
40.01,Katalog integracji,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
40.01,Katalog integracji,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
40.01,Katalog integracji,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
40.01,Katalog integracji,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
40.02,Kreator połączenia,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.02,Kreator połączenia,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.02,Kreator połączenia,Button,04-komponenty-bazowe/komponenty/button.md,required
40.02,Kreator połączenia,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
40.02,Kreator połączenia,Select,04-komponenty-bazowe/komponenty/select.md,required
40.02,Kreator połączenia,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
40.02,Kreator połączenia,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
40.03,Szczegóły integracji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.03,Szczegóły integracji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.03,Szczegóły integracji,Button,04-komponenty-bazowe/komponenty/button.md,required
40.03,Szczegóły integracji,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
40.03,Szczegóły integracji,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
40.04,Historia synchronizacji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.04,Historia synchronizacji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.04,Historia synchronizacji,Button,04-komponenty-bazowe/komponenty/button.md,required
40.04,Historia synchronizacji,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
40.04,Historia synchronizacji,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
40.04,Historia synchronizacji,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
40.04,Historia synchronizacji,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
40.05,Przebieg synchronizacji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.05,Przebieg synchronizacji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.05,Przebieg synchronizacji,Button,04-komponenty-bazowe/komponenty/button.md,required
40.05,Przebieg synchronizacji,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
40.06,Zakres synchronizacji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.06,Zakres synchronizacji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.06,Zakres synchronizacji,Button,04-komponenty-bazowe/komponenty/button.md,required
40.06,Zakres synchronizacji,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
40.06,Zakres synchronizacji,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
40.07,Ponowne połączenie,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.07,Ponowne połączenie,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.07,Ponowne połączenie,Button,04-komponenty-bazowe/komponenty/button.md,required
40.07,Ponowne połączenie,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
40.07,Ponowne połączenie,Select,04-komponenty-bazowe/komponenty/select.md,required
40.07,Ponowne połączenie,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
40.07,Ponowne połączenie,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
40.08,Odłączenie,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.08,Odłączenie,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.08,Odłączenie,Button,04-komponenty-bazowe/komponenty/button.md,required
40.08,Odłączenie,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
40.08,Odłączenie,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
40.08,Odłączenie,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
40.08,Odłączenie,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
40.08,Odłączenie,Select,04-komponenty-bazowe/komponenty/select.md,required
40.08,Odłączenie,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
40.08,Odłączenie,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
40.09,Awaria providera,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.09,Awaria providera,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.09,Awaria providera,Button,04-komponenty-bazowe/komponenty/button.md,required
40.10,Warianty integracji,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
40.10,Warianty integracji,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
40.10,Warianty integracji,Button,04-komponenty-bazowe/komponenty/button.md,required
41.01,Centrum jakości,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.01,Centrum jakości,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.01,Centrum jakości,Button,04-komponenty-bazowe/komponenty/button.md,required
41.02,Zbiór danych,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.02,Zbiór danych,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.02,Zbiór danych,Button,04-komponenty-bazowe/komponenty/button.md,required
41.03,Pochodzenie danych,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.03,Pochodzenie danych,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.03,Pochodzenie danych,Button,04-komponenty-bazowe/komponenty/button.md,required
41.04,Nakładanie źródeł,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.04,Nakładanie źródeł,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.04,Nakładanie źródeł,Button,04-komponenty-bazowe/komponenty/button.md,required
41.05,Nadrzędność źródła,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.05,Nadrzędność źródła,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.05,Nadrzędność źródła,Button,04-komponenty-bazowe/komponenty/button.md,required
41.05,Nadrzędność źródła,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
41.05,Nadrzędność źródła,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
41.06,Konflikty,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.06,Konflikty,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.06,Konflikty,Button,04-komponenty-bazowe/komponenty/button.md,required
41.07,Przegląd ręczny,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.07,Przegląd ręczny,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.07,Przegląd ręczny,Button,04-komponenty-bazowe/komponenty/button.md,required
41.07,Przegląd ręczny,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
41.07,Przegląd ręczny,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
41.07,Przegląd ręczny,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
41.08,Ponowne przetwarzanie,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.08,Ponowne przetwarzanie,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.08,Ponowne przetwarzanie,Button,04-komponenty-bazowe/komponenty/button.md,required
41.08,Ponowne przetwarzanie,TextField,04-komponenty-bazowe/komponenty/textfield.md,required
41.08,Ponowne przetwarzanie,Select,04-komponenty-bazowe/komponenty/select.md,required
41.08,Ponowne przetwarzanie,Checkbox,04-komponenty-bazowe/komponenty/checkbox.md,required
41.08,Ponowne przetwarzanie,Dialog,04-komponenty-bazowe/komponenty/dialog.md,required
41.09,Rekoncyliacja,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.09,Rekoncyliacja,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.09,Rekoncyliacja,Button,04-komponenty-bazowe/komponenty/button.md,required
41.10,Warianty jakości danych,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
41.10,Warianty jakości danych,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
41.10,Warianty jakości danych,Button,04-komponenty-bazowe/komponenty/button.md,required
50.01,Panel kontekstowy Papa,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.01,Panel kontekstowy Papa,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.01,Panel kontekstowy Papa,Button,04-komponenty-bazowe/komponenty/button.md,required
50.01,Panel kontekstowy Papa,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
50.01,Panel kontekstowy Papa,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
50.01,Panel kontekstowy Papa,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
50.01,Panel kontekstowy Papa,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.02,AssistantShell,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.02,AssistantShell,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.02,AssistantShell,Button,04-komponenty-bazowe/komponenty/button.md,required
50.03,Tryby pracy,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.03,Tryby pracy,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.03,Tryby pracy,Button,04-komponenty-bazowe/komponenty/button.md,required
50.03,Tryby pracy,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
50.03,Tryby pracy,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
50.03,Tryby pracy,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
50.03,Tryby pracy,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.04,Context basket,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.04,Context basket,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.04,Context basket,Button,04-komponenty-bazowe/komponenty/button.md,required
50.04,Context basket,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
50.04,Context basket,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
50.04,Context basket,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
50.04,Context basket,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
50.04,Context basket,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
50.04,Context basket,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.05,Odpowiedź Papa,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.05,Odpowiedź Papa,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.05,Odpowiedź Papa,Button,04-komponenty-bazowe/komponenty/button.md,required
50.05,Odpowiedź Papa,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.06,Dowody,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.06,Dowody,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.06,Dowody,Button,04-komponenty-bazowe/komponenty/button.md,required
50.06,Dowody,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
50.06,Dowody,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
50.06,Dowody,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.07,Confidence,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.07,Confidence,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.07,Confidence,Button,04-komponenty-bazowe/komponenty/button.md,required
50.08,Laboratorium AI,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.08,Laboratorium AI,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.08,Laboratorium AI,Button,04-komponenty-bazowe/komponenty/button.md,required
50.08,Laboratorium AI,FilterBar,04-komponenty-bazowe/komponenty/filterbar.md,required
50.08,Laboratorium AI,DataTable,04-komponenty-bazowe/komponenty/datatable.md,required
50.08,Laboratorium AI,Pagination,04-komponenty-bazowe/komponenty/pagination.md,required
50.08,Laboratorium AI,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
50.08,Laboratorium AI,ShareChart,05-wykresy-i-wizualizacje/komponenty/sharechart.md,required
50.08,Laboratorium AI,ComparisonChart,05-wykresy-i-wizualizacje/komponenty/comparisonchart.md,required
50.08,Laboratorium AI,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.09,Obserwacje,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.09,Obserwacje,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.09,Obserwacje,Button,04-komponenty-bazowe/komponenty/button.md,required
50.09,Obserwacje,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
50.09,Obserwacje,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
50.09,Obserwacje,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
50.09,Obserwacje,DetailPanel,04-komponenty-bazowe/komponenty/detailpanel.md,required
50.09,Obserwacje,Tabs,04-komponenty-bazowe/komponenty/tabs.md,required
50.09,Obserwacje,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.10,Rekomendacje i warianty,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.10,Rekomendacje i warianty,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.10,Rekomendacje i warianty,Button,04-komponenty-bazowe/komponenty/button.md,required
50.10,Rekomendacje i warianty,MetricCard,05-wykresy-i-wizualizacje/komponenty/metriccard.md,required
50.10,Rekomendacje i warianty,ChartFrame,05-wykresy-i-wizualizacje/komponenty/chartframe.md,required
50.10,Rekomendacje i warianty,TrendChart,05-wykresy-i-wizualizacje/komponenty/trendchart.md,required
50.10,Rekomendacje i warianty,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.11,Propozycje AI,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.11,Propozycje AI,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.11,Propozycje AI,Button,04-komponenty-bazowe/komponenty/button.md,required
50.11,Propozycje AI,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.12,AI Action Approval,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.12,AI Action Approval,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.12,AI Action Approval,Button,04-komponenty-bazowe/komponenty/button.md,required
50.12,AI Action Approval,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
50.12,AI Action Approval,ApprovalPanel,04-komponenty-bazowe/komponenty/approvalpanel.md,required
50.12,AI Action Approval,AlertDialog,04-komponenty-bazowe/komponenty/alertdialog.md,required
50.13,AI Actions,PageHeader,04-komponenty-bazowe/komponenty/pageheader.md,required
50.13,AI Actions,InlineNotice,04-komponenty-bazowe/komponenty/inlinenotice.md,required
50.13,AI Actions,Button,04-komponenty-bazowe/komponenty/button.md,required
50.13,AI Actions,DecisionCard,04-komponenty-bazowe/komponenty/decisioncard.md,required
